Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE HILLFORD,"700,000",505.91,"1,384",Apr-23,JALAN JURONG KECHIL,Resale,Strata,47,"14,894",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
BUCKLEY 18,"2,340,000","1,280.92","1,827",Apr-23,BUCKLEY ROAD,Resale,Strata,119,"19,664",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
DOUBLE BAY RESIDENCES,"1,670,000","1,270.15","1,315",Apr-23,SIMEI STREET 4,Resale,Strata,118,"14,153",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CITY SQUARE RESIDENCES,"2,410,000","1,216.33","1,981",Apr-23,KITCHENER LINK,Resale,Strata,113,"21,327",-,Condominium,1,Freehold,08,Rest of Central Region,01 to 05
KENTISH GREEN,"1,720,000","1,259.39","1,366",Apr-23,OXFORD ROAD,Resale,Strata,117,"14,701",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
TREVISTA,"1,750,000","1,140.98","1,534",Apr-23,LORONG 3 TOA PAYOH,Resale,Strata,106,"16,509",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,01 to 05
SYMPHONY SUITES,"870,000",688.9,"1,263",Apr-23,YISHUN CLOSE,Resale,Strata,64,"13,594",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE ARISTO @ AMBER,"1,166,600",624.31,"1,869",Apr-23,AMBER ROAD,Resale,Strata,58,"20,114",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,520,000",688.9,"2,206",Apr-23,STIRLING ROAD,Resale,Strata,64,"23,750",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
PARC IMPERIAL,"735,000",398.27,"1,845",Apr-23,PASIR PANJANG ROAD,Resale,Strata,37,"19,865",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
PALM GARDENS,"1,200,000","1,216.33",987,Apr-23,HONG SAN WALK,Resale,Strata,113,"10,619",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
THE WOODGROVE,"832,000",893.41,931,Apr-23,WOODGROVE DRIVE,Resale,Strata,83,"10,024",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,480,000","1,108.69","1,335",Apr-23,UPPER SERANGOON VIEW,Resale,Strata,103,"14,369",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
PRESTIGE HEIGHTS,"715,000",409.03,"1,748",Apr-23,BALESTIER ROAD,Resale,Strata,38,"18,816",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
STRATFORD COURT,"1,180,000","1,162.51","1,015",Apr-23,BEDOK RIA CRESCENT,Resale,Strata,108,"10,926",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
LAGUNA PARK,"1,850,000","1,453.14","1,273",Apr-23,MARINE PARADE ROAD,Resale,Strata,135,"13,704",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
ECO SANCTUARY,"1,200,000",753.48,"1,593",Apr-23,CHESTNUT AVENUE,Resale,Strata,70,"17,143",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,16 to 20
COTE D'AZUR,"2,300,000","1,313.21","1,751",Apr-23,MARINE PARADE ROAD,Resale,Strata,122,"18,852",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
WATERFRONT KEY,"1,270,000",882.65,"1,439",Apr-23,BEDOK RESERVOIR ROAD,Resale,Strata,82,"15,488",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"2,850,000","1,237.86","2,302",Apr-23,PRINCE CHARLES CRESCENT,Resale,Strata,115,"24,783",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
CASA JERVOIS,"2,600,000","1,237.86","2,100",Apr-23,JERVOIS ROAD,Resale,Strata,115,"22,609",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
FOREST WOODS,"926,000",516.67,"1,792",Apr-23,LORONG LEW LIAN,Resale,Strata,48,"19,292",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
SEASIDE RESIDENCES,"1,200,000",559.73,"2,144",Apr-23,SIGLAP LINK,Resale,Strata,52,"23,077",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
TANGLIN VIEW,"2,100,000","1,248.62","1,682",Apr-23,PRINCE CHARLES CRESCENT,Resale,Strata,116,"18,103",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
THE CENTREPOINT,"2,100,000",742.72,"2,827",Apr-23,ORCHARD ROAD,Resale,Strata,69,"30,435",-,Apartment,1,99 yrs lease commencing from 1979,09,Core Central Region,01 to 05
WEMBLY RESIDENCES,"1,559,000","1,323.97","1,178",Apr-23,YIO CHU KANG ROAD,Resale,Strata,123,"12,675",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,175,000",871.88,"1,348",Apr-23,FERNVALE ROAD,Resale,Strata,81,"14,506",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
EASTPOINT GREEN,"800,000","1,011.82",791,Apr-23,SIMEI STREET 3,Resale,Strata,94,"8,511",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
RITZ MANSIONS,"1,850,000","1,302.44","1,420",Apr-23,BALESTIER ROAD,Resale,Strata,121,"15,289",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PALMWOODS,"1,180,000","1,173.28","1,006",Apr-23,UPPER CHANGI ROAD,Resale,Strata,109,"10,826",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
PARC VISTA,"1,380,000","1,248.62","1,105",Apr-23,CORPORATION ROAD,Resale,Strata,116,"11,897",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
RV RESIDENCES,"1,880,000",861.12,"2,183",Apr-23,RIVER VALLEY ROAD,Resale,Strata,80,"23,500",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
ONE TREE HILL RESIDENCE,"2,300,000","1,001.05","2,298",Apr-23,ONE TREE HILL,Resale,Strata,93,"24,731",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
EUHABITAT,"760,000",527.44,"1,441",Apr-23,JALAN EUNOS,Resale,Strata,49,"15,510",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
EAST MEADOWS,"1,650,000","1,356.26","1,217",Apr-23,TANAH MERAH KECHIL ROAD,Resale,Strata,126,"13,095",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
THOMSON THREE,"1,600,000","1,065.64","1,501",Apr-23,BRIGHT HILL DRIVE,Resale,Strata,99,"16,162",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,21 to 25
AQUARIUS BY THE PARK,"1,700,000","1,323.97","1,284",Apr-23,BEDOK RESERVOIR VIEW,Resale,Strata,123,"13,821",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
PARK COLONIAL,"2,140,000",979.52,"2,185",Apr-23,WOODLEIGH LANE,Resale,Strata,91,"23,516",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,490,000","1,334.74","1,116",Apr-23,FLORA ROAD,Resale,Strata,124,"12,016",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
SOPHIA HILLS,"1,150,000",505.91,"2,273",Apr-23,MOUNT SOPHIA,Resale,Strata,47,"24,468",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
ASCENTIA SKY,"1,748,000","1,011.82","1,728",Apr-23,ALEXANDRA VIEW,Resale,Strata,94,"18,596",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
VILLA MARINA,"1,780,000","1,506.96","1,181",Apr-23,JALAN SEMPADAN,Resale,Strata,140,"12,714",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
SENNETT RESIDENCE,"935,000",570.49,"1,639",Apr-23,PHENG GECK AVENUE,Resale,Strata,53,"17,642",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,01 to 05
THE TROPICA,"1,240,000","1,237.86","1,002",Apr-23,TAMPINES AVENUE 1,Resale,Strata,115,"10,783",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
EDENZ SUITES,"692,000",484.38,"1,429",Apr-23,LORONG 28 GEYLANG,Resale,Strata,45,"15,378",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
ECO,"930,000",635.08,"1,464",Apr-23,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"15,763",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
CENTRO RESIDENCES,"1,928,000","1,205.57","1,599",Apr-23,ANG MO KIO AVENUE 8,Resale,Strata,112,"17,214",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,31 to 35
GRANDEUR PARK RESIDENCES,"2,488,888","1,453.14","1,713",Apr-23,BEDOK SOUTH AVENUE 3,Resale,Strata,135,"18,436",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,270,000",667.37,"1,903",Apr-23,BEDOK SOUTH AVENUE 3,Resale,Strata,62,"20,484",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
ST FRANCIS LODGE,"1,700,000","1,237.86","1,373",Apr-23,ST. FRANCIS ROAD,Resale,Strata,115,"14,783",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
EAST MEADOWS,"1,450,000","1,291.68","1,123",Apr-23,TANAH MERAH KECHIL ROAD,Resale,Strata,120,"12,083",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
ECO SANCTUARY,"1,080,000",731.95,"1,476",Apr-23,CHESTNUT AVENUE,Resale,Strata,68,"15,882",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
SHELFORD SUITES,"2,590,000","1,270.15","2,039",Apr-23,SHELFORD ROAD,Resale,Strata,118,"21,949",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,350,000",731.95,"1,844",Apr-23,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"19,853",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE STELLAR,"2,400,000","1,388.56","1,728",Apr-23,WEST COAST ROAD,Resale,Strata,129,"18,605",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
AVA TOWERS,"1,655,000","1,280.92","1,292",Apr-23,AVA ROAD,Resale,Strata,119,"13,908",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
FERRARIA PARK CONDOMINIUM,"1,368,000","1,216.33","1,125",Apr-23,FLORA DRIVE,Resale,Strata,113,"12,106",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
SEASTRAND,"696,000",570.49,"1,220",Apr-23,PASIR RIS LINK,Resale,Strata,53,"13,132",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
SIMS URBAN OASIS,"1,292,000",796.54,"1,622",Apr-23,SIMS DRIVE,Resale,Strata,74,"17,459",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
MARGARET VILLE,"1,370,000",656.6,"2,086",Apr-23,MARGARET DRIVE,Resale,Strata,61,"22,459",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
EDENZ SUITES,"722,000",495.14,"1,458",Apr-23,LORONG 28 GEYLANG,Resale,Strata,46,"15,696",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
REGENT PARK,"1,058,000",914.94,"1,156",Apr-23,JALAN LEMPENG,Resale,Strata,85,"12,447",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
THE GLADES,"1,070,000",688.9,"1,553",Apr-23,BEDOK RISE,Resale,Strata,64,"16,719",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
CARABELLE,"1,430,000",882.65,"1,620",Apr-23,WEST COAST WAY,Resale,Strata,82,"17,439",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
LA FIESTA,"1,600,000","1,097.93","1,457",Apr-23,SENGKANG SQUARE,Resale,Strata,102,"15,686",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
HILLINGTON GREEN,"2,428,000","1,528.49","1,588",Apr-23,HILLVIEW AVENUE,Resale,Strata,142,"17,099",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
THE SUITES AT CENTRAL,"3,750,000","1,442.38","2,600",Apr-23,DEVONSHIRE ROAD,Resale,Strata,134,"27,985",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
SEASCAPE,"4,510,500","2,163.56","2,085",Apr-23,COVE WAY,Resale,Strata,201,"22,440",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,565,000",667.37,"2,345",Apr-23,PAYA LEBAR ROAD,Resale,Strata,62,"25,242",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
THE TRIZON,"2,500,000","1,194.8","2,092",Apr-23,RIDGEWOOD CLOSE,Resale,Strata,111,"22,523",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
EIGHT RIVERSUITES,"1,270,000",699.66,"1,815",Apr-23,WHAMPOA EAST,Resale,Strata,65,"19,538",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
PRINCIPAL GARDEN,"952,000",495.14,"1,923",Apr-23,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,696",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
CASHEW HEIGHTS CONDOMINIUM,"2,438,000","1,646.89","1,480",Apr-23,CASHEW ROAD,Resale,Strata,153,"15,935",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
NEPTUNE COURT,"1,800,000","1,636.13","1,100",Apr-23,MARINE VISTA,Resale,Strata,152,"11,842",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,11 to 15
NOMU,"3,430,000","1,388.56","2,470",Apr-23,HANDY ROAD,Resale,Strata,129,"26,589",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE CARPMAELINA,"1,800,000","1,216.33","1,480",Apr-23,CARPMAEL ROAD,Resale,Strata,113,"15,929",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
RIVERVALE CREST,"930,000",936.47,993,Apr-23,RIVERVALE CRESCENT,Resale,Strata,87,"10,690",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
THE HILLIER,"1,200,000",839.59,"1,429",Apr-23,HILLVIEW RISE,Resale,Strata,78,"15,385",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
LA FIESTA,"1,078,000",731.95,"1,473",Apr-23,SENGKANG SQUARE,Resale,Strata,68,"15,853",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
JARDIN,"3,050,000","1,700.71","1,793",Apr-23,DUNEARN ROAD,Resale,Strata,158,"19,304",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
LAGUNA 88,"1,638,888","1,517.72","1,080",Apr-23,EASTWOOD ROAD,Resale,Strata,141,"11,623",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE SEAFRONT ON MEYER,"1,800,000","1,065.64","1,689",Apr-23,MEYER ROAD,Resale,Strata,99,"18,182",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
EURO-ASIA COURT,"2,260,000","1,065.64","2,121",Apr-23,RIVER VALLEY CLOSE,Resale,Strata,99,"22,828",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE MADEIRA,"1,358,000","1,377.79",986,Apr-23,BUKIT BATOK STREET 31,Resale,Strata,128,"10,609",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,338,000",839.59,"1,594",Apr-23,MOUNT VERNON ROAD,Resale,Strata,78,"17,154",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
HIGH PARK RESIDENCES,"1,250,000",893.41,"1,399",Apr-23,FERNVALE ROAD,Resale,Strata,83,"15,060",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"1,670,000",893.41,"1,869",Apr-23,KEPPEL BAY DRIVE,Resale,Strata,83,"20,120",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
PARC ROSEWOOD,"620,000",430.56,"1,440",Apr-23,ROSEWOOD DRIVE,Resale,Strata,40,"15,500",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"985,000",699.66,"1,408",Apr-23,TAMPINES STREET 86,Resale,Strata,65,"15,154",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
BIJOU,"1,225,000",570.49,"2,147",Apr-23,JALAN MAT JAMBOL,Resale,Strata,53,"23,113",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
RANGOON 88,"828,000",635.08,"1,304",Apr-23,RANGOON ROAD,Resale,Strata,59,"14,034",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARKVIEW APARTMENTS,"920,000",936.47,982,Apr-23,BUKIT BATOK STREET 25,Resale,Strata,87,"10,575",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,11 to 15
HUNDRED TREES,"2,480,000","1,474.67","1,682",Apr-23,WEST COAST DRIVE,Resale,Strata,137,"18,102",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"680,000",462.85,"1,469",Apr-23,TAMPINES STREET 86,Resale,Strata,43,"15,814",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
NYON,"1,800,000",721.19,"2,496",Apr-23,AMBER ROAD,Resale,Strata,67,"26,866",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLO RESIDENCE,"1,010,000",861.12,"1,173",Apr-23,PUNGGOL FIELD WALK,Resale,Strata,80,"12,625",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RIO VISTA,"1,530,000","1,377.79","1,110",Apr-23,UPPER SERANGOON VIEW,Resale,Strata,128,"11,953",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
LANDRIDGE CONDOMINIUM,"2,500,000","1,733","1,443",Apr-23,PASIR PANJANG ROAD,Resale,Strata,161,"15,528",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE CALLISTA,"1,615,000","1,302.44","1,240",Apr-23,MAR THOMA ROAD,Resale,Strata,121,"13,347",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
THE TRILINQ,"910,000",538.2,"1,691",Apr-23,JALAN LEMPENG,Resale,Strata,50,"18,200",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
SKY VUE,"2,300,000","1,140.98","2,016",Apr-23,BISHAN STREET 15,Resale,Strata,106,"21,698",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
THE ANCHORAGE,"2,470,000","1,420.85","1,738",Apr-23,ALEXANDRA ROAD,Resale,Strata,132,"18,712",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
MON JERVOIS,"1,250,000",624.31,"2,002",Apr-23,JERVOIS ROAD,Resale,Strata,58,"21,552",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
PARC OASIS,"1,600,000","1,506.96","1,062",Apr-23,JURONG EAST AVENUE 1,Resale,Strata,140,"11,429",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
THE TAPESTRY,"1,150,000",699.66,"1,644",Apr-23,TAMPINES STREET 86,Resale,Strata,65,"17,692",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
SUNNY PALMS,"3,100,000","2,970.86","1,043",Apr-23,LORONG G TELOK KURAU,Resale,Strata,276,"11,232",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"652,888",484.38,"1,348",Apr-23,FLORA DRIVE,Resale,Strata,45,"14,509",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,150,000","1,399.32","1,536",Apr-23,ALEXANDRA VIEW,Resale,Strata,130,"16,538",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
WATERVIEW,"1,428,000","1,140.98","1,252",Apr-23,TAMPINES AVENUE 1,Resale,Strata,106,"13,472",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,320,000","1,087.16","1,214",Apr-23,FLORA DRIVE,Resale,Strata,101,"13,069",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
COSTA RHU,"3,620,000","2,217.38","1,633",Apr-23,RHU CROSS,Resale,Strata,206,"17,573",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,250,000",667.37,"1,873",Apr-23,BEDOK SOUTH AVENUE 3,Resale,Strata,62,"20,161",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
ONE DUSUN RESIDENCES,"865,000",484.38,"1,786",Apr-23,JALAN DUSUN,Resale,Strata,45,"19,222",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
BOON COURT,"1,600,000","1,496.2","1,069",Apr-23,STILL ROAD,Resale,Strata,139,"11,511",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,260,000",667.37,"1,888",Apr-23,MARINA BOULEVARD,Resale,Strata,62,"20,323",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,61 to 65
EON SHENTON,"1,320,000",538.2,"2,453",Apr-23,SHENTON WAY,Resale,Strata,50,"26,400",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
EDEN RESIDENCES CAPITOL,"10,685,262","3,003.16","3,558",Apr-23,STAMFORD ROAD,Resale,Strata,279,"38,298",-,Apartment,1,99 yrs lease commencing from 2011,06,Core Central Region,06 to 10
THE LANAI,"1,800,000","1,184.04","1,520",Apr-23,HILLVIEW AVENUE,Resale,Strata,110,"16,364",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
THOMSON GRAND,"2,350,000","1,367.03","1,719",Apr-23,SIN MING WALK,Resale,Strata,127,"18,504",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
CASABLANCA,"1,095,000","1,130.22",969,Apr-23,ROSEWOOD DRIVE,Resale,Strata,105,"10,429",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
DAKOTA RESIDENCES,"3,200,000","1,829.88","1,749",Apr-23,DAKOTA CRESCENT,Resale,Strata,170,"18,824",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,06 to 10
CUBIK,"1,510,000","1,022.58","1,477",Apr-23,LORONG K TELOK KURAU,Resale,Strata,95,"15,895",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BISHAN POINT,"1,320,000",936.47,"1,410",Apr-23,BRIGHT HILL DRIVE,Resale,Strata,87,"15,172",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
RIVERSAILS,"1,190,000",914.94,"1,301",Apr-23,UPPER SERANGOON CRESCENT,Resale,Strata,85,"14,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
Q BAY RESIDENCES,"1,120,000",796.54,"1,406",Apr-23,TAMPINES STREET 86,Resale,Strata,74,"15,135",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
RIO VISTA,"1,500,000","1,377.79","1,089",Apr-23,UPPER SERANGOON VIEW,Resale,Strata,128,"11,719",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
PARC ROSEWOOD,"640,000",505.91,"1,265",Apr-23,ROSEWOOD DRIVE,Resale,Strata,47,"13,617",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
BEAUTY WORLD PLAZA,"1,100,000",699.66,"1,572",Apr-23,UPPER BUKIT TIMAH ROAD,Resale,Strata,65,"16,923",-,Apartment,1,999 yrs lease commencing from 1884,21,Rest of Central Region,06 to 10
EVERGREEN PARK,"1,320,000","1,367.03",966,Apr-23,HOUGANG AVENUE 7,Resale,Strata,127,"10,394",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
BLUE HORIZON,"1,330,000",968.76,"1,373",Apr-23,WEST COAST CRESCENT,Resale,Strata,90,"14,778",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
SELETAR PARK RESIDENCE,"1,080,888",839.59,"1,287",Apr-23,SELETAR ROAD,Resale,Strata,78,"13,858",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
RIS GRANDEUR,"1,350,000","1,065.64","1,267",Apr-23,ELIAS ROAD,Resale,Strata,99,"13,636",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
THE NAUTICAL,"1,120,000",968.76,"1,156",Apr-23,JALAN SENDUDOK,Resale,Strata,90,"12,444",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
JUI RESIDENCES,"1,328,000",710.42,"1,869",Apr-23,SERANGOON ROAD,Resale,Strata,66,"20,121",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
TANGLIN VIEW,"1,935,000","1,140.98","1,696",Apr-23,PRINCE CHARLES CRESCENT,Resale,Strata,106,"18,255",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
NATURA@HILLVIEW,"853,000",538.2,"1,585",Apr-23,HILLVIEW TERRACE,Resale,Strata,50,"17,060",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,380,000","1,119.46","1,233",Apr-23,UPPER SERANGOON VIEW,Resale,Strata,104,"13,269",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE MARBELLA,"3,500,000","1,474.67","2,373",Apr-23,MOUNT SINAI RISE,Resale,Strata,137,"25,547",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
SUN PLAZA,"1,420,800","1,776.06",800,Apr-23,SEMBAWANG DRIVE,Resale,Strata,165,"8,611",-,Apartment,1,99 yrs lease commencing from 1996,27,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"980,000",548.96,"1,785",Apr-23,YISHUN CENTRAL 1,Resale,Strata,51,"19,216",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
