Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WATERVIEW,"1,068,000",925.7,"1,154",Oct-21,TAMPINES AVENUE 1,Resale,Strata,86,"12,419",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
ECHELON,"2,508,000","1,474.67","1,701",Oct-21,ALEXANDRA VIEW,Resale,Strata,137,"18,307",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
LIGHTHOUSE,"928,000","1,162.51",798,Oct-21,JALAN LOYANG BESAR,Resale,Strata,108,"8,593",-,Condominium,1,99 yrs lease commencing from 1993,17,Outside Central Region,01 to 05
THE SANTORINI,"645,000",527.44,"1,223",Oct-21,TAMPINES STREET 86,Resale,Strata,49,"13,163",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
MY MANHATTAN,"1,880,000","1,603.84","1,172",Oct-21,SIMEI STREET 3,Resale,Strata,149,"12,617",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
CUBE 8,"885,000",559.73,"1,581",Oct-21,THOMSON ROAD,Resale,Strata,52,"17,019",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
RIPPLE BAY,"1,055,000","1,076.4",980,Oct-21,PASIR RIS LINK,Resale,Strata,100,"10,550",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
SUNRISE GARDENS,"1,510,000","2,023.63",746,Oct-21,SUNRISE AVENUE,Resale,Strata,188,"8,032",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
SKY HABITAT,"2,100,000","1,216.33","1,727",Oct-21,BISHAN STREET 15,Resale,Strata,113,"18,584",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,21 to 25
WATERFRONT GOLD,"1,500,000","1,054.87","1,422",Oct-21,BEDOK RESERVOIR ROAD,Resale,Strata,98,"15,306",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
THE LINEAR,"858,000",742.72,"1,155",Oct-21,UPPER BUKIT TIMAH ROAD,Resale,Strata,69,"12,435",-,Apartment,1,999 yrs lease commencing from 1876,23,Outside Central Region,01 to 05
THE NASSIM,"13,000,000","3,121.56","4,165",Oct-21,NASSIM HILL,Resale,Strata,290,"44,828",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
BOTANIKA,"6,500,000","2,906.28","2,237",Oct-21,HOLLAND ROAD,Resale,Strata,270,"24,074",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
J GATEWAY,"900,000",527.44,"1,706",Oct-21,GATEWAY DRIVE,Resale,Strata,49,"18,367",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
MELVILLE PARK,"1,080,000","1,474.67",732,Oct-21,SIMEI STREET 1,Resale,Strata,137,"7,883",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
WATERBANK AT DAKOTA,"798,000",484.38,"1,647",Oct-21,DAKOTA CRESCENT,Resale,Strata,45,"17,733",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
PARC RIVIERA,"720,000",462.85,"1,556",Oct-21,WEST COAST VALE,Resale,Strata,43,"16,744",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
BEDOK RESIDENCES,"1,710,000","1,205.57","1,418",Oct-21,BEDOK NORTH DRIVE,Resale,Strata,112,"15,268",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
HILLVIEW HEIGHTS,"1,385,000",979.52,"1,414",Oct-21,HILLVIEW AVENUE,Resale,Strata,91,"15,220",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
VERDURE,"1,830,000",947.23,"1,932",Oct-21,HOLLAND ROAD,Resale,Strata,88,"20,795",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC CENTROS,"1,270,000",990.29,"1,282",Oct-21,PUNGGOL CENTRAL,Resale,Strata,92,"13,804",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
STARLIGHT SUITES,"3,728,000","1,862.17","2,002",Oct-21,RIVER VALLEY CLOSE,Resale,Strata,173,"21,549",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
HEDGES PARK CONDOMINIUM,"800,000",796.54,"1,004",Oct-21,FLORA DRIVE,Resale,Strata,74,"10,811",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
FLO RESIDENCE,"1,185,000","1,184.04","1,001",Oct-21,PUNGGOL FIELD WALK,Resale,Strata,110,"10,773",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
HILLVISTA,"1,248,000",914.94,"1,364",Oct-21,ELIZABETH DRIVE,Resale,Strata,85,"14,682",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
THE WATERSIDE,"4,038,000","2,400.37","1,682",Oct-21,TANJONG RHU ROAD,Resale,Strata,223,"18,108",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
GROSVENOR VIEW,"1,656,000","1,313.21","1,261",Oct-21,LENGKONG EMPAT,Resale,Strata,122,"13,574",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
NV RESIDENCES,"805,000",796.54,"1,011",Oct-21,PASIR RIS GROVE,Resale,Strata,74,"10,878",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
ST PATRICK'S RESIDENCES,"2,300,000","1,496.2","1,537",Oct-21,ST. PATRICK'S ROAD,Resale,Strata,139,"16,547",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CENTRA STUDIOS,"605,000",344.45,"1,756",Oct-21,LORONG 25 GEYLANG,Resale,Strata,32,"18,906",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SEVEN PALMS SENTOSA COVE,"20,380,000","6,792.08","3,001",Oct-21,COVE DRIVE,Resale,Strata,631,"32,298",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
SIMS URBAN OASIS,"715,000",409.03,"1,748",Oct-21,SIMS DRIVE,Resale,Strata,38,"18,816",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
AZALEA PARK CONDOMINIUM,"1,190,000","1,334.74",892,Oct-21,FLORA ROAD,Resale,Strata,124,"9,597",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
CAVENDISH PARK,"1,350,000",958,"1,409",Oct-21,PINE GROVE,Resale,Strata,89,"15,169",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,06 to 10
HAIG 162,"610,000",365.98,"1,667",Oct-21,HAIG ROAD,Resale,Strata,34,"17,941",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
REGENCY LODGE,"2,400,000","1,280.92","1,874",Oct-21,SHANGHAI ROAD,Resale,Strata,119,"20,168",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
GRANDEUR 8,"1,430,000","1,227.1","1,165",Oct-21,ANG MO KIO CENTRAL 3,Resale,Strata,114,"12,544",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
THE CAPE,"955,000",635.08,"1,504",Oct-21,AMBER ROAD,Resale,Strata,59,"16,186",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RIVERTREES RESIDENCES,"1,520,000","1,205.57","1,261",Oct-21,FERNVALE CLOSE,Resale,Strata,112,"13,571",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
STADIA,"928,000",742.72,"1,249",Oct-21,YIO CHU KANG ROAD,Resale,Strata,69,"13,449",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE ORANGE GROVE,"5,180,000","2,335.79","2,218",Oct-21,ORANGE GROVE ROAD,Resale,Strata,217,"23,871",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
H RESIDENCES,"720,000",548.96,"1,312",Oct-21,LORONG H TELOK KURAU,Resale,Strata,51,"14,118",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CANBERRA RESIDENCES,"1,208,000","1,323.97",912,Oct-21,CANBERRA DRIVE,Resale,Strata,123,"9,821",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE VENUE RESIDENCES,"795,000",505.91,"1,571",Oct-21,TAI THONG CRESCENT,Resale,Strata,47,"16,915",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
BEVERLY HILL,"8,000,000","3,778.16","2,117",Oct-21,GRANGE ROAD,Resale,Strata,351,"22,792",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SOMMERVILLE PARK,"1,200,000",624.31,"1,922",Oct-21,FARRER DRIVE,Resale,Strata,58,"20,690",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"936,800","1,022.58",916,Oct-21,FLORA ROAD,Resale,Strata,95,"9,861",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE METZ,"1,518,000",570.49,"2,661",Oct-21,DEVONSHIRE ROAD,Resale,Strata,53,"28,642",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
WATERVIEW,"1,325,000","1,130.22","1,172",Oct-21,TAMPINES AVENUE 1,Resale,Strata,105,"12,619",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
ECHELON,"1,750,000","1,001.05","1,748",Oct-21,ALEXANDRA VIEW,Resale,Strata,93,"18,817",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
THE SENSORIA,"1,085,000","1,076.4","1,008",Oct-21,JALAN ULU SEMBAWANG,Resale,Strata,100,"10,850",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
Q BAY RESIDENCES,"935,000",796.54,"1,174",Oct-21,TAMPINES STREET 86,Resale,Strata,74,"12,635",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
ICON,"1,120,000",656.6,"1,706",Oct-21,GOPENG STREET,Resale,Strata,61,"18,361",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
DRAYCOTT EIGHT,"6,100,000","2,863.22","2,130",Oct-21,DRAYCOTT PARK,Resale,Strata,266,"22,932",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,11 to 15
THE SCALA,"1,270,000",850.36,"1,493",Oct-21,SERANGOON AVENUE 3,Resale,Strata,79,"16,076",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
COCO PALMS,"3,050,000","2,551.07","1,196",Oct-21,PASIR RIS GROVE,Resale,Strata,237,"12,869",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"2,040,000","2,238.91",911,Oct-21,SELETAR ROAD,Resale,Strata,208,"9,808",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
SKIES MILTONIA,"2,200,000","2,841.7",774,Oct-21,MILTONIA CLOSE,Resale,Strata,264,"8,333",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THE INTERLACE,"2,580,000","2,142.04","1,204",Oct-21,DEPOT ROAD,Resale,Strata,199,"12,965",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
PAVILION 11,"2,833,000","1,485.43","1,907",Oct-21,AKYAB ROAD,Resale,Strata,138,"20,529",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
NEWEST,"2,388,888","2,432.66",982,Oct-21,WEST COAST DRIVE,Resale,Strata,226,"10,570",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,025,000","1,130.22",907,Oct-21,SIMEI STREET 3,Resale,Strata,105,"9,762",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
MOONSTONE VIEW,"1,110,000",807.3,"1,375",Oct-21,MOONSTONE LANE,Resale,Strata,75,"14,800",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
MANDARIN GARDENS,"1,750,000","1,571.54","1,114",Oct-21,SIGLAP ROAD,Resale,Strata,146,"11,986",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
THE SEAFRONT ON MEYER,"3,088,000","2,066.69","1,494",Oct-21,MEYER ROAD,Resale,Strata,192,"16,083",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
A TREASURE TROVE,"1,280,000","1,044.11","1,226",Oct-21,PUNGGOL WALK,Resale,Strata,97,"13,196",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
MAYSPRINGS,"1,210,000","1,291.68",937,Oct-21,PETIR ROAD,Resale,Strata,120,"10,083",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
ONE-NORTH RESIDENCES,"2,300,000","1,614.6","1,425",Oct-21,ONE-NORTH GATEWAY,Resale,Strata,150,"15,333",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
CITYLIGHTS,"1,060,000",570.49,"1,858",Oct-21,JELLICOE ROAD,Resale,Strata,53,"20,000",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,31 to 35
CLEMENTI PARK,"2,750,000","2,045.16","1,345",Oct-21,SUNSET WAY,Resale,Strata,190,"14,474",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
GOODWOOD RESIDENCE,"6,600,000","2,497.25","2,643",Oct-21,BUKIT TIMAH ROAD,Resale,Strata,232,"28,448",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
DYNASTY GARDEN,"3,600,000","2,314.26","1,556",Oct-21,SIXTH AVENUE,Resale,Strata,215,"16,744",-,Condominium,1,Freehold,10,Core Central Region,-
KOVAN MELODY,"1,118,000",904.18,"1,236",Oct-21,KOVAN ROAD,Resale,Strata,84,"13,310",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"960,000","1,076.4",892,Oct-21,FLORA DRIVE,Resale,Strata,100,"9,600",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
NEPTUNE COURT,"1,190,000","1,270.15",937,Oct-21,MARINE VISTA,Resale,Strata,118,"10,085",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,21 to 25
WOODHAVEN,"810,000",699.66,"1,158",Oct-21,WOODGROVE AVENUE,Resale,Strata,65,"12,462",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WATERFRONT KEY,"1,600,000","1,313.21","1,218",Oct-21,BEDOK RESERVOIR ROAD,Resale,Strata,122,"13,115",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
TRE RESIDENCES,"1,450,000",947.23,"1,531",Oct-21,GEYLANG EAST AVENUE 1,Resale,Strata,88,"16,477",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
ONE TREE HILL RESIDENCE,"2,850,000","1,227.1","2,323",Oct-21,ONE TREE HILL,Resale,Strata,114,"25,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
RIVERSAILS,"1,250,000","1,108.69","1,127",Oct-21,UPPER SERANGOON CRESCENT,Resale,Strata,103,"12,136",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
STARS OF KOVAN,"1,320,000",796.54,"1,657",Oct-21,UPPER SERANGOON ROAD,Resale,Strata,74,"17,838",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"2,188,888","1,399.32","1,564",Oct-21,ALEXANDRA VIEW,Resale,Strata,130,"16,838",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,31 to 35
THE LINE @ TANJONG RHU,"2,858,888","1,184.04","2,415",Oct-21,TANJONG RHU ROAD,Resale,Strata,110,"25,990",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SKIES MILTONIA,"780,000",721.19,"1,082",Oct-21,MILTONIA CLOSE,Resale,Strata,67,"11,642",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
THE ARCADIA,"3,550,000","3,713.58",956,Oct-21,ARCADIA ROAD,Resale,Strata,345,"10,290",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
PRINCIPAL GARDEN,"1,610,000",861.12,"1,870",Oct-21,PRINCE CHARLES CRESCENT,Resale,Strata,80,"20,125",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
BAYSHORE PARK,"936,000",936.47,"1,000",Oct-21,BAYSHORE ROAD,Resale,Strata,87,"10,759",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
RIVER ISLES,"1,320,000","1,184.04","1,115",Oct-21,EDGEDALE PLAINS,Resale,Strata,110,"12,000",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
CRYSTAL DEW,"1,510,000","1,474.67","1,024",Oct-21,GEYLANG EAST AVENUE 1,Resale,Strata,137,"11,022",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"1,700,000","1,033.34","1,645",Oct-21,SIMS DRIVE,Resale,Strata,96,"17,708",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
TREVISTA,"1,855,000","1,356.26","1,368",Oct-21,LORONG 3 TOA PAYOH,Resale,Strata,126,"14,722",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"500,000",409.03,"1,222",Oct-21,PARK ROAD,Resale,Strata,38,"13,158",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,16 to 20
SIMS URBAN OASIS,"1,580,000",958,"1,649",Oct-21,SIMS DRIVE,Resale,Strata,89,"17,753",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE PALETTE,"855,000",753.48,"1,135",Oct-21,PASIR RIS GROVE,Resale,Strata,70,"12,214",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
THE MINTON,"2,200,000","2,604.89",845,Oct-21,HOUGANG STREET 11,Resale,Strata,242,"9,091",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
PINNACLE 16,"880,000",581.26,"1,514",Oct-21,SHAN ROAD,Resale,Strata,54,"16,296",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
KATONG REGENCY,"2,600,000","1,388.56","1,872",Oct-21,TANJONG KATONG ROAD,Resale,Strata,129,"20,155",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
URBAN VISTA,"868,000",624.31,"1,390",Oct-21,TANAH MERAH KECHIL LINK,Resale,Strata,58,"14,966",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
SANCTUARY GREEN,"1,110,000",775.01,"1,432",Oct-21,TANJONG RHU ROAD,Resale,Strata,72,"15,417",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
DOUBLE BAY RESIDENCES,"1,380,000","1,259.39","1,096",Oct-21,SIMEI STREET 4,Resale,Strata,117,"11,795",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE SUNNYDALE,"1,060,000","1,044.11","1,015",Oct-21,SERANGOON AVENUE 3,Resale,Strata,97,"10,928",-,Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
NEWTON 21,"4,380,000","3,067.74","1,428",Oct-21,NEWTON ROAD,Resale,Strata,285,"15,368",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
NATURA@HILLVIEW,"710,000",527.44,"1,346",Oct-21,HILLVIEW TERRACE,Resale,Strata,49,"14,490",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
D'CHATEAU @ SHELFORD,"3,400,000","2,863.22","1,187",Oct-21,SHELFORD ROAD,Resale,Strata,266,"12,782",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
VILLA MARINA,"1,300,000","1,130.22","1,150",Oct-21,JALAN SEMPADAN,Resale,Strata,105,"12,381",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
THE TRILINQ,"1,438,000",936.47,"1,536",Oct-21,JALAN LEMPENG,Resale,Strata,87,"16,529",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"2,933,800","1,733","1,693",Oct-21,OCEAN DRIVE,Resale,Strata,161,"18,222",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
MERAPRIME,"1,738,000","1,097.93","1,583",Oct-21,JALAN BUKIT HO SWEE,Resale,Strata,102,"17,039",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,11 to 15
LOFT @ NATHAN,"810,000",419.8,"1,930",Oct-21,NATHAN ROAD,Resale,Strata,39,"20,769",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THREE THREE ROBIN,"3,580,000","1,636.13","2,188",Oct-21,ROBIN ROAD,Resale,Strata,152,"23,553",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,810,000","1,205.57","1,501",Oct-21,ROCHESTER DRIVE,Resale,Strata,112,"16,161",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,21 to 25
PRESTIGE HEIGHTS,"570,000",333.68,"1,708",Oct-21,BALESTIER ROAD,Resale,Strata,31,"18,387",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE LAKEFRONT RESIDENCES,"1,200,000",775.01,"1,548",Oct-21,LAKESIDE DRIVE,Resale,Strata,72,"16,667",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15
CITYVALE,"1,600,000","1,011.82","1,581",Oct-21,SOPHIA ROAD,Resale,Strata,94,"17,021",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
SUNHAVEN,"1,560,000","1,754.53",889,Oct-21,UPPER CHANGI ROAD EAST,Resale,Strata,163,"9,571",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
WATERVIEW,"891,888",979.52,911,Oct-21,TAMPINES AVENUE 1,Resale,Strata,91,"9,801",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
PARC VERA,"1,238,000","1,140.98","1,085",Oct-21,HOUGANG STREET 32,Resale,Strata,106,"11,679",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
SUNGLADE,"1,400,000","1,162.51","1,204",Oct-21,SERANGOON AVENUE 2,Resale,Strata,108,"12,963",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
CASA ESPERANZA,"3,565,000","2,002.1","1,781",Oct-21,BUKIT TIMAH ROAD,Resale,Strata,186,"19,167",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CASA CAMBIO,"743,888",538.2,"1,382",Oct-21,LIM TUA TOW ROAD,Resale,Strata,50,"14,878",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE LAKESHORE,"1,200,000","1,140.98","1,052",Oct-21,JURONG WEST STREET 41,Resale,Strata,106,"11,321",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,11 to 15
PARC ROSEWOOD,"815,000",828.83,983,Oct-21,ROSEWOOD DRIVE,Resale,Strata,77,"10,584",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"560,000",430.56,"1,301",Oct-21,ROSEWOOD DRIVE,Resale,Strata,40,"14,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
EUHABITAT,"695,000",538.2,"1,291",Oct-21,JALAN EUNOS,Resale,Strata,50,"13,900",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,575,000","1,151.75","1,367",Oct-21,HINDHEDE WALK,Resale,Strata,107,"14,720",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
HILLSTA,"890,000",753.48,"1,181",Oct-21,PHOENIX ROAD,Resale,Strata,70,"12,714",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
PARC ROSEWOOD,"1,290,000","1,915.99",673,Oct-21,ROSEWOOD DRIVE,Resale,Strata,178,"7,247",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PRINCIPAL GARDEN,"1,600,000",785.77,"2,036",Oct-21,PRINCE CHARLES CRESCENT,Resale,Strata,73,"21,918",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"881,888",441.32,"1,998",Oct-21,COMMONWEALTH AVENUE,Resale,Strata,41,"21,509",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
H2O RESIDENCES,"1,250,000","1,130.22","1,106",Oct-21,FERNVALE LINK,Resale,Strata,105,"11,905",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
THE INTERLACE,"2,238,000","1,603.84","1,395",Oct-21,DEPOT ROAD,Resale,Strata,149,"15,020",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
EDELWEISS PARK CONDOMINIUM,"968,000",947.23,"1,022",Oct-21,FLORA ROAD,Resale,Strata,88,"11,000",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE SANTORINI,"1,400,000","1,151.75","1,216",Oct-21,TAMPINES STREET 86,Resale,Strata,107,"13,084",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
H2O RESIDENCES,"919,000",882.65,"1,041",Oct-21,FERNVALE LINK,Resale,Strata,82,"11,207",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
COSTA DEL SOL,"1,860,000","1,313.21","1,416",Oct-21,BAYSHORE ROAD,Resale,Strata,122,"15,246",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
PARC CENTROS,"633,000",473.62,"1,337",Oct-21,PUNGGOL CENTRAL,Resale,Strata,44,"14,386",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
PARC VISTA,"1,090,000","1,259.39",865,Oct-21,CORPORATION ROAD,Resale,Strata,117,"9,316",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,550,000","1,108.69","1,398",Oct-21,COMPASSVALE BOW,Resale,Strata,103,"15,049",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
SEAHILL,"782,000",516.67,"1,514",Oct-21,WEST COAST CRESCENT,Resale,Strata,48,"16,292",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
H2O RESIDENCES,"1,280,000","1,194.8","1,071",Oct-21,FERNVALE LINK,Resale,Strata,111,"11,532",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
ROYCE RESIDENCES,"545,000",419.8,"1,298",Oct-21,LORONG 6 GEYLANG,Resale,Strata,39,"13,974",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SYMPHONY SUITES,"770,000",688.9,"1,118",Oct-21,YISHUN CLOSE,Resale,Strata,64,"12,031",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE INFLORA,"760,000",742.72,"1,023",Oct-21,FLORA DRIVE,Resale,Strata,69,"11,014",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
